text,locale,variations,tags,severity,adjective,adverb,collapseDoubles,filterMode,noun,replacePhonetics,verb,definition,entryIgnores
redwood, es, , Places, medium, false, false, false, exactMatch, false, false, false, Ciudad de Minnesota.
samson, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Alabama.
blotter, no, , Sexual, high, false, false, false, embeddable, true, false, false, a flasher
ote, fr, , Sexual, medium, true, true, true, nonEmbeddable, true, true, true, 
kodeord, da, password, Account, high, false, false, false, embeddable, true, true, false, password
tuscumbia, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Alabama.
ブタバコ, ja, butabako;ぶたばこ;ブタバコ;ブタ箱, Vulgarity, medium, false, false, true, embeddable, false, true, false, jail; police; gangstar slang
itsensäpaljastaja, fi, , Sexual, high, false, false, true, embeddable, true, true, false, flasher
tarraqueta, pt, , Microsoft;Sexual, medium, false, false, true, embeddable, true, true, false, 
еканный, ru, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
落伍者, ja, rakugosha;らくごしゃ;ラクゴシャ;落後者, Microsoft;Vulgarity, medium, false, false, true, embeddable, false, true, false, gigantic loser; straggler
ladonia, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Alabama.
cuzco, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, City in PERU
タケノコイシャ, ja, takenokoisha;たけのこ医者 ;タケノコイシャ;タケノコ医者, Bigotry-Racism, high, false, false, true, embeddable, false, true, false, very bad doctor; quack; derogatory
geggveck, sv, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
flicken, de, , Sexual, medium, false, false, true, embeddable, true, true, true, 
tater, no, , Bigotry-Racism, high, false, false, false, embeddable, true, false, false, gypsy
inkaku, ja, inkaku;いんかく;インカク, Sexual;Vulgarity, high, false, false, true, embeddable, false, true, false, Clitoris
osi, de, osi, Bigotry-Racism, medium, false, false, false, embeddable, true, false, false, 
votze, de, fotzze;foze;fozze;votze;votzze;voze;vozze, Microsoft;Sexual;Vulgarity, medium, false, false, true, embeddable, true, true, false, 
sadist, no, , Threats, severe, false, false, false, embeddable, true, false, false, sadist
osh, ar, 3osh;3oshe;3shash;osh;oshe;العش;عشوش;عشي, Sexual;Vulgarity, medium, false, false, false, embeddable, false, false, false, pussy; nest
christ, de, christen, Religion, medium, false, false, true, embeddable, true, true, false, 
dværg, da, dvaerg, Bullying, mild, false, false, false, embeddable, true, true, false, dwarf
anfetamina, pt, amfetamina;anfetamena;anfetanina;anfitamina, Alcohol-Drug, high, false, false, true, nonEmbeddable, true, true, false, A psychostimulant drug that is known to produce increased wakefulness and focus
анал, ru, анала;анале;аналу, Vulgarity, severe, false, false, true, exactMatch, true, true, false, 
いせごじき, ja, isekojiki;いせごじき;イセコジキ, Bigotry-Racism, high, false, false, true, embeddable, false, true, false, homeless person from Ise area; derogatory
lechero, es, ario;arrivista;asshole;balurdo;bastardo;bebota;befa;bitch;blade;blenorrea;bobita;bobito;bode;bofe;boludito;borrero;bostero;braguetero;broca;bruto;buey;bugarrón;cabrado;cacreca;cafiche;cagado;cagueta;cagón;calato;carechimba;castrado;cerda;cerdo;cerote;chacha;chacho;chafalote;chaira;chancha;chanchita;chancho;chcuhumeca;chichona;chimar;chirrete;chirri;chivo;chocote;cholo;choncha;choncho;chopo;choro;chucha;chucho;chuchumeca;chuco;chumino;chunchurria;chupete;cipotón;cochón;colero;comemierda;corroncho;descojono;desgraciado;desmadrado;dot;dxk;déspota;enano;escoria;estúpido;fachita;fea;felpudita;feo;firro;fofa;fofo;fregado;frijolero;fuck;fundillo;gabacho;gamin;garnufia;gigolo;golli;golly;gonochachurria;gonochanchurria;gorda;gordo;gorsovia;greengo;gringo;guaca;guache;guacho;guanajo;guano;guevon;herofilo;hinchapelotas;hocicón;huacha;huachos;huevada;iguazo;imbecil;inepto;infradotado;inga tu;insultar;insultos;jaina;lambehuevos;lamehuevos;lechera;lechero;lechona;lechón;limada;lujuria;lujurioso;maldito;malnacida;malnacido;maniaco;marrano;marranoa;menso;mocha;mocho;mocoso;moro;naca;nalgas;negro;nigger;ogt;ouerco;pacaya;papanatas;pargo;partes nobles;pashpa;pechoca;pelotudo;pepa;perverso;pesquesuda;petiso;pichurria;piojoso;piricuaro;pirula;pisto;pitaya;plebe;pocho;pogo;potorro;puerca;puerco;punga;putón;puñetero;rata;retrasado;rosquero;shit;sinfiate;sisimite;sorcho;soreco;soreta;sorete;soretear;suato;subnormal;sucia;síndrome de down;tayudo;tetona;tolete;tonta;tontita;tontito;tonto;troncho;trunco;tungo;turro;uache;uacho;vergajo;wache;wey;wogg;yegua;yesco;zopenco;zorrón;ñanga;ñero, Bullying;Microsoft, medium, false, false, true, embeddable, true, true, true, , echo;orro;syndrome;síndrome;tonto
どさまわり, ja, dosamawari;どさまわり;ドサマワリ, Bigotry-Racism, medium, false, false, true, embeddable, false, true, false, carnival worker; carnie; derogatory
shirinugui, ja, shirinugui;しりぬぐい;シリヌグイ, Vulgarity, medium, false, false, true, embeddable, false, true, false, clear (wipe) up somebody's mess
menstruasjon, no, mens;mensen, Bullying, mild, false, false, false, embeddable, true, false, false, period
chiennasse, fr, , Vulgarity, medium, true, true, false, embeddable, true, false, true, 
uriner, fr, uriné, Vulgarity, medium, true, true, true, embeddable, true, true, true, 
sumata, ja, sumata;すまた;スマタ, Sexual;Vulgarity, medium, false, false, true, embeddable, false, true, false, crotch; inner thigh; female
japsen, de, jabse;jabsen;japsen, Bigotry-Racism, medium, false, false, true, embeddable, true, true, false, 
pokker, no, , Vulgarity, mild, false, false, false, embeddable, true, false, false, damn
nachbar, de, , PII, medium, false, false, true, embeddable, true, true, false, 
imbiss, de, , PII, medium, false, false, true, embeddable, true, true, false, 
saskatchewan, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, City in Canadá
mulga, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Alabama.
四人ぷれい, ja, 4人ぷれい;4人プレイ;yoninpurei;よにんプレイ;ヨニンぷれい;ヨニンプレイ;四人ぷれい;四人プレイ, Microsoft;Sexual;Vulgarity, medium, false, false, true, embeddable, false, true, false, Four people playing game; or some kind of activity. Sex involving Four people.; four-person play
mohave, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Arizona.
belin, it, belin;nerchia, Microsoft;Vulgarity, high, false, false, true, nonEmbeddable, true, true, false, Prick; cock; dickhead
cagásseis, pt, cagada;cagadas;cagado;cagados;cagai;cagais;cagam;cagamos;cagando;cagar;cagara;cagaram;cagaras;cagardes;cagarei;cagareis;cagarem;cagaremos;cagares;cagaria;cagariam;cagarias;cagarmos;cagará;cagarás;cagarão;cagaríamos;cagaríeis;cagas;cagasse;cagassem;cagasses;cagaste;cagastes;cagava;cagavam;cagavas;cagem;cagemos;cago;cagou;cagámos;cagáramos;cagáreis;cagásseis;cagássemos;cagávamos;cagáveis, Microsoft;Vulgarity, high, false, false, true, embeddable, false, true, false, To shit. Conjugations listed as variations to eliminate false-positives.
アンパラング, ja, anparangu;アンパラング, Microsoft;Sexual;Vulgarity, severe, false, false, true, embeddable, false, true, false, Genital piercing
halvhjerne, da, , Bullying, mild, false, false, false, embeddable, true, true, false, half wit
opp, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Alabama.
opi, es, alcaloide;alucinógenas;alucinógenos;amp;anabolizantes;antidepresivo;apaleado;barbitúricos;bareto;benzodiazopines;bichote;buco;buprenorfina;burrero;burundanga;calmante;candy coated chaos;canelo;cannabis;canuto;ccc;chicha;chute;coc;coca;cocaina;colacao;dayquil;dex;disolventes;drogas;escopolamina;esteroides;farla;farlopa;faso;flufi;ganjeros;gena;grifa;hachís;heroina;heroína;hierba;hongo;jaco;jalabaca;joint;kenke;ketamina;lsd;mai;maka;manteca;mariguana;maruja;metadona;metilfenidato;mezcladullo;milonga;mula;nyquil;opi;paco;parafina;pase;pastillas;pastillitas;perico;perolo;pertussin;peta;petardo;pichu;polen;polvo;polvo blanco;porros;poxi;poxipol;poxiran;pusa;red devils;robo-dots;robo-fry;robo-tripping;sdafed;somnifero;somñifero;speedbal;tabaco;trabado;tripi;triple c;truja;trócola;tussafed;weed;yeyo;zarpa;ácido;ácidos;éxtasis, Alcohol-Drug, medium, false, false, true, embeddable, true, true, false, drugs, arlo;meet;mufasa;mulan;naboo;zootopia
burrica, pt, burra;burrica;burrico;burrinha;burrinho;burrona;burrão, Bullying;Microsoft, medium, false, false, true, nonEmbeddable, true, true, false, Donkey; dumb
baptiste, fr, baptiste, Bigotry-Racism, medium, true, true, true, embeddable, true, true, true, 
contraception, fr, , Sexual, medium, true, true, true, embeddable, true, true, true, 
bissexual, pt, , Sexual, medium, true, false, true, embeddable, false, true, false, 
fisser, da, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
fisses, da, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
fissen, da, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
かわかぶり, ja, kawakaburi;かわかぶり;カワカブリ, Bigotry-Racism;Sexual, high, false, false, true, embeddable, false, true, false, male with foreskin on penis
dokyun, ja, dokyun;dqn;ドキュン, Bigotry-Racism, medium, false, false, true, embeddable, false, true, false, " dumbass;  delinquent; derogatory"
cagaram, pt, cagada;cagadas;cagado;cagados;cagai;cagais;cagam;cagamos;cagando;cagar;cagara;cagaram;cagaras;cagardes;cagarei;cagareis;cagarem;cagaremos;cagares;cagaria;cagariam;cagarias;cagarmos;cagará;cagarás;cagarão;cagaríamos;cagaríeis;cagas;cagasse;cagassem;cagasses;cagaste;cagastes;cagava;cagavam;cagavas;cagem;cagemos;cago;cagou;cagámos;cagáramos;cagáreis;cagásseis;cagássemos;cagávamos;cagáveis, Microsoft;Vulgarity, high, false, false, true, embeddable, false, true, false, To shit. Conjugations listed as variations to eliminate false-positives.
fredericksburg, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Virginia.
sedona, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Arizona.
cagaras, pt, cagada;cagadas;cagado;cagados;cagai;cagais;cagam;cagamos;cagando;cagar;cagara;cagaram;cagaras;cagardes;cagarei;cagareis;cagarem;cagaremos;cagares;cagaria;cagariam;cagarias;cagarmos;cagará;cagarás;cagarão;cagaríamos;cagaríeis;cagas;cagasse;cagassem;cagasses;cagaste;cagastes;cagava;cagavam;cagavas;cagem;cagemos;cago;cagou;cagámos;cagáramos;cagáreis;cagásseis;cagássemos;cagávamos;cagáveis, Microsoft;Vulgarity, high, false, false, true, embeddable, false, true, false, To shit. Conjugations listed as variations to eliminate false-positives.
ロウソクプレイ, ja, rousokupurei;ろうそくプレイ;ロウソクプレイ;蝋燭プレイ, Microsoft;Sexual;Vulgarity, severe, false, false, true, embeddable, false, true, false, a type of SM play
amphetamine, de, amphetamine, Alcohol-Drug, medium, false, false, true, embeddable, true, true, false, 
encularte, es, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
saguenay, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, City in Canadá
pissâmes, fr, pissa;pissai;pissaient;pissais;pissait;pissant;pissas;pissasse;pissassent;pissasses;pissassiez;pissassions;pissat;pisse;pissent;pissera;pisserai;pisseraient;pisserais;pisserait;pisseras;pisserez;pisseriez;pisserions;pisserons;pisseront;pissers;pisses;pissez;pissiez;pissions;pissons;pissâmes;pissâtes;pissèrent, Vulgarity, medium, false, false, false, nonEmbeddable, false, false, false, 
尻癖の悪い女, ja, shirigusenowaruionna;しりぐせのわるいおんな;シリグセノワルイオンナ, Microsoft;Sexual;Vulgarity, medium, false, false, true, embeddable, false, true, false, promiscuous woman
disko, de, disco, PII, medium, false, false, true, embeddable, true, true, false, 
lechera, es, ario;arrivista;asshole;balurdo;bastardo;bebota;befa;bitch;blade;blenorrea;bobita;bobito;bode;bofe;boludito;borrero;bostero;braguetero;broca;bruto;buey;bugarrón;cabrado;cacreca;cafiche;cagado;cagueta;cagón;calato;carechimba;castrado;cerda;cerdo;cerote;chacha;chacho;chafalote;chaira;chancha;chanchita;chancho;chcuhumeca;chichona;chimar;chirrete;chirri;chivo;chocote;cholo;choncha;choncho;chopo;choro;chucha;chucho;chuchumeca;chuco;chumino;chunchurria;chupete;cipotón;cochón;colero;comemierda;corroncho;descojono;desgraciado;desmadrado;dot;dxk;déspota;enano;escoria;estúpido;fachita;fea;felpudita;feo;firro;fofa;fofo;fregado;frijolero;fuck;fundillo;gabacho;gamin;garnufia;gigolo;golli;golly;gonochachurria;gonochanchurria;gorda;gordo;gorsovia;greengo;gringo;guaca;guache;guacho;guanajo;guano;guevon;herofilo;hinchapelotas;hocicón;huacha;huachos;huevada;iguazo;imbecil;inepto;infradotado;inga tu;insultar;insultos;jaina;lambehuevos;lamehuevos;lechera;lechero;lechona;lechón;limada;lujuria;lujurioso;maldito;malnacida;malnacido;maniaco;marrano;marranoa;menso;mocha;mocho;mocoso;moro;naca;nalgas;negro;nigger;ogt;ouerco;pacaya;papanatas;pargo;partes nobles;pashpa;pechoca;pelotudo;pepa;perverso;pesquesuda;petiso;pichurria;piojoso;piricuaro;pirula;pisto;pitaya;plebe;pocho;pogo;potorro;puerca;puerco;punga;putón;puñetero;rata;retrasado;rosquero;shit;sinfiate;sisimite;sorcho;soreco;soreta;sorete;soretear;suato;subnormal;sucia;síndrome de down;tayudo;tetona;tolete;tonta;tontita;tontito;tonto;troncho;trunco;tungo;turro;uache;uacho;vergajo;wache;wey;wogg;yegua;yesco;zopenco;zorrón;ñanga;ñero, Bullying;Microsoft, medium, false, false, true, embeddable, true, true, true, , echo;orro;syndrome;síndrome;tonto
galigardo, es, ansiado;borrachaza;borrachazo;borrache;borrachuza;borrachuzo;chemo;drogado;floripondio;galigardo;monchis;pepetom;pericazo;pistear;tacote, Alcohol-Drug, medium, true, false, true, embeddable, true, true, false, drunk
weon, es, weona, Disney, medium, false, false, true, embeddable, true, true, false, 
滚蛋, zh, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
лесби, ru, , Vulgarity, high, false, false, true, embeddable, true, true, false, 
burrico, pt, burra;burrica;burrico;burrinha;burrinho;burrona;burrão, Bullying;Microsoft, medium, false, false, true, nonEmbeddable, true, true, false, Donkey; dumb
papanatas, es, ario;arrivista;asshole;balurdo;bastardo;bebota;befa;bitch;blade;blenorrea;bobita;bobito;bode;bofe;boludito;borrero;bostero;braguetero;broca;bruto;buey;bugarrón;cabrado;cacreca;cafiche;cagado;cagueta;cagón;calato;carechimba;castrado;cerda;cerdo;cerote;chacha;chacho;chafalote;chaira;chancha;chanchita;chancho;chcuhumeca;chichona;chimar;chirrete;chirri;chivo;chocote;cholo;choncha;choncho;chopo;choro;chucha;chucho;chuchumeca;chuco;chumino;chunchurria;chupete;cipotón;cochón;colero;comemierda;corroncho;descojono;desgraciado;desmadrado;dot;dxk;déspota;enano;escoria;estúpido;fachita;fea;felpudita;feo;firro;fofa;fofo;fregado;frijolero;fuck;fundillo;gabacho;gamin;garnufia;gigolo;golli;golly;gonochachurria;gonochanchurria;gorda;gordo;gorsovia;greengo;gringo;guaca;guache;guacho;guanajo;guano;guevon;herofilo;hinchapelotas;hocicón;huacha;huachos;huevada;iguazo;imbecil;inepto;infradotado;inga tu;insultar;insultos;jaina;lambehuevos;lamehuevos;lechera;lechero;lechona;lechón;limada;lujuria;lujurioso;maldito;malnacida;malnacido;maniaco;marrano;marranoa;menso;mocha;mocho;mocoso;moro;naca;nalgas;negro;nigger;ogt;ouerco;pacaya;papanatas;pargo;partes nobles;pashpa;pechoca;pelotudo;pepa;perverso;pesquesuda;petiso;pichurria;piojoso;piricuaro;pirula;pisto;pitaya;plebe;pocho;pogo;potorro;puerca;puerco;punga;putón;puñetero;rata;retrasado;rosquero;shit;sinfiate;sisimite;sorcho;soreco;soreta;sorete;soretear;suato;subnormal;sucia;síndrome de down;tayudo;tetona;tolete;tonta;tontita;tontito;tonto;troncho;trunco;tungo;turro;uache;uacho;vergajo;wache;wey;wogg;yegua;yesco;zopenco;zorrón;ñanga;ñero, Bullying;Microsoft, medium, false, false, true, embeddable, true, true, true, , echo;orro;syndrome;síndrome;tonto
lynchburg, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Virginia.
fettsau, de, , Vulgarity, medium, false, false, false, embeddable, true, false, false, 
狂気のさた, ja, kyoukinosata;きょうきのさた;キョウキノサタ;狂気のさた, Threats, medium, false, false, true, embeddable, false, true, false, act of sheer madness
fordrukken, da, , Alcohol-Drug, mild, true, false, true, embeddable, false, true, false, wasted
زبر, ar, zabzob;zbab;zbar;zob;zobor;zobre;زب;زباب;زبار;زبر;زبري;زبزوب, Sexual;Vulgarity, high, false, false, false, embeddable, false, false, false, dick
zalzonsillos, es, bragas;calson;calzon;calzoneta;chones;cucos;cuquitos;tanga;tanguita;trusa;zalzonsillos, Sexual, medium, false, false, true, embeddable, true, true, false, 
rizzen, de, ritzen;rize;rizen;rizze;rizzen, Sexual, medium, false, false, true, embeddable, true, true, false, 
dekapai, ja, dekapai;デカパイ, Sexual;Vulgarity, high, false, false, true, embeddable, false, true, false, Slang for big boobs
laclede, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Missouri.
気狂いに刃物, ja, kichigainihamono;きちがいにはもの;きちがいに刃物;キチガイに刃物;キチガイニハモノ;気狂いに刃物, Bigotry-Racism;Threats, high, false, false, true, embeddable, false, true, false, kid with a loaded gun (phrase); incredible danger
ort, de, , PII, medium, false, false, true, exactMatch, true, true, false, 
しんへいみん, ja, shinheimin;しんへいみん;シンヘイミン, Bigotry-Racism, high, false, false, true, embeddable, false, true, false, peasant; lowest rank of old Japanese caste system ; derogatory
nhanhar, pt, , Sexual, medium, false, false, true, embeddable, false, true, true, 
tórax, pt, , Sexual, mild, true, false, true, embeddable, true, true, false, Portuguese for chest 
barrancabermeja, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, City in Colombia
macônha, pt, maconha, Alcohol-Drug, medium, false, false, true, embeddable, true, true, false, Marijuana 
gonzalez, es, , Names-Last, medium, false, false, false, embeddable, false, false, false, 
cabeza, es, aguayón;banano;bicho;birote;bollo;boniato;brizna;burondanga;butifarra;cabeza;cabezon;cabezón;cacho;camarón;camote;capullo;chile;chizo;chorizo;cogollo;cogollos;cogote;corneta;cornudita;cornuditas;cornudito;cornuditos;coyones;coyos;cuacha;cucuy;cuernitos;cuerno;cíclope;dedo;falo;flaite;forro;fálico;guampas;guampuda;guampudo;huevo;longaniza;mandarria;miembro;nepe;paja;palo;peine;pelón;pichafloja;pichula;pico;pija;pijear;pilin;pilinga;pinchila;pinga;pingo;piola;pito;poia;poias;poronga;poya;poyas;riata;sopladores;tompiates;tranca;verga;ñonga, Disney;Microsoft, medium, false, false, true, embeddable, true, true, false, , banana;bananas
crystal, pt, , Alcohol-Drug, medium, false, false, true, embeddable, true, true, false, 
katawa, ja, katawa;かたわ;カタワ;片輪, Bigotry-Racism, high, false, false, true, embeddable, false, true, false, a deformed person; derogatory
giménez, es, , Names-Last, medium, false, false, false, embeddable, false, false, false, 
rentrer, fr, rentré, Sexual, medium, true, true, true, nonEmbeddable, true, true, true, 
gonzales, es, , Names-Last, medium, false, false, false, embeddable, false, false, false, 
platano, es, platano;platanos, Sexual, medium, false, false, true, embeddable, true, true, false, , banana;bananas
رقمك, ar, rakam;rakamek;رقمك, PII, medium, false, false, false, embeddable, false, false, false, your number; number
cagarias, pt, cagada;cagadas;cagado;cagados;cagai;cagais;cagam;cagamos;cagando;cagar;cagara;cagaram;cagaras;cagardes;cagarei;cagareis;cagarem;cagaremos;cagares;cagaria;cagariam;cagarias;cagarmos;cagará;cagarás;cagarão;cagaríamos;cagaríeis;cagas;cagasse;cagassem;cagasses;cagaste;cagastes;cagava;cagavam;cagavas;cagem;cagemos;cago;cagou;cagámos;cagáramos;cagáreis;cagásseis;cagássemos;cagávamos;cagáveis, Microsoft;Vulgarity, high, false, false, true, embeddable, false, true, false, To shit. Conjugations listed as variations to eliminate false-positives.
horebuk, da, , Bullying, high, true, false, true, exactMatch, true, true, false, horebuk
にこよん, ja, nikoyon;ニコヨン, Bigotry-Racism, high, false, false, true, embeddable, false, true, false, day laborer; derogatory
mierdita, es, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
surra, pt, , Violence, medium, true, false, true, embeddable, true, true, false, 
valencia, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, City in Venezuela
pedernales, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, City in República Dominicana
kanaken, de, kanacke;kanacken;kanaken, Bigotry-Racism;Microsoft, medium, false, false, true, embeddable, true, true, false, 
放置プレイ, ja, houchipurei;ほうちプレイ;ホウチプレイ;放置プレイ, Microsoft;Sexual;Vulgarity, severe, false, false, true, embeddable, false, true, false, a type of SM play
cagares, pt, cagada;cagadas;cagado;cagados;cagai;cagais;cagam;cagamos;cagando;cagar;cagara;cagaram;cagaras;cagardes;cagarei;cagareis;cagarem;cagaremos;cagares;cagaria;cagariam;cagarias;cagarmos;cagará;cagarás;cagarão;cagaríamos;cagaríeis;cagas;cagasse;cagassem;cagasses;cagaste;cagastes;cagava;cagavam;cagavas;cagem;cagemos;cago;cagou;cagámos;cagáramos;cagáreis;cagásseis;cagássemos;cagávamos;cagáveis, Microsoft;Vulgarity, high, false, false, true, embeddable, false, true, false, To shit. Conjugations listed as variations to eliminate false-positives.
canelo, es, alcaloide;alucinógenas;alucinógenos;amp;anabolizantes;antidepresivo;apaleado;barbitúricos;bareto;benzodiazopines;bichote;buco;buprenorfina;burrero;burundanga;calmante;candy coated chaos;canelo;cannabis;canuto;ccc;chicha;chute;coc;coca;cocaina;colacao;dayquil;dex;disolventes;drogas;escopolamina;esteroides;farla;farlopa;faso;flufi;ganjeros;gena;grifa;hachís;heroina;heroína;hierba;hongo;jaco;jalabaca;joint;kenke;ketamina;lsd;mai;maka;manteca;mariguana;maruja;metadona;metilfenidato;mezcladullo;milonga;mula;nyquil;opi;paco;parafina;pase;pastillas;pastillitas;perico;perolo;pertussin;peta;petardo;pichu;polen;polvo;polvo blanco;porros;poxi;poxipol;poxiran;pusa;red devils;robo-dots;robo-fry;robo-tripping;sdafed;somnifero;somñifero;speedbal;tabaco;trabado;tripi;triple c;truja;trócola;tussafed;weed;yeyo;zarpa;ácido;ácidos;éxtasis, Alcohol-Drug, medium, false, false, true, embeddable, true, true, false, drugs, arlo;meet;mufasa;mulan;naboo;zootopia
kurvách, sk, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
huumeveikko, fi, , Alcohol-Drug, medium, false, false, true, embeddable, true, true, false, druggie
cagarem, pt, cagada;cagadas;cagado;cagados;cagai;cagais;cagam;cagamos;cagando;cagar;cagara;cagaram;cagaras;cagardes;cagarei;cagareis;cagarem;cagaremos;cagares;cagaria;cagariam;cagarias;cagarmos;cagará;cagarás;cagarão;cagaríamos;cagaríeis;cagas;cagasse;cagassem;cagasses;cagaste;cagastes;cagava;cagavam;cagavas;cagem;cagemos;cago;cagou;cagámos;cagáramos;cagáreis;cagásseis;cagássemos;cagávamos;cagáveis, Microsoft;Vulgarity, high, false, false, true, embeddable, false, true, false, To shit. Conjugations listed as variations to eliminate false-positives.
ほんぼし, ja, honboshi;ほんぼし;ホンボシ, Vulgarity, medium, false, false, true, embeddable, false, true, false, real criminal; police slang
テデイカセル, ja, tedeikaseru;てでいかせる;テデイカセル, Microsoft;Sexual;Vulgarity, severe, false, false, true, embeddable, false, true, false, hand-job; i capitalize by hand
matarme, es, maraba;mata;mataba;matabais;mataban;matabas;matamos;matan;matanza;matara;matarais;mataran;mataras;matare;matareis;mataremos;mataren;matares;matarme;mataron;matarpiamos;matará;matarás;mataré;mataréis;mataría;mataríais;matarían;matarías;matas;matase;mataseis;matasen;matases;mataste;matasteis;mate;matemos;maten;mates;matábamos;matáis;matáramos;matáremos;matás;matásemos;maté;matéis;mató, Harm-Abuse, medium, false, false, true, embeddable, true, true, true, , matata;matterhorn
testikel, nl, , Sexual, medium, false, false, true, nonEmbeddable, true, true, false, Testicle
らぶほてる, ja, rabuhoteru;ラブホテル, Sexual, medium, false, false, true, embeddable, false, true, false, Love hotel (place couples go to have sex)
ガンメンホウシュツ, ja, ganmenhousyutsu;がんめんほうしゅつ;ガンメンホウシュツ, Microsoft;Sexual;Vulgarity, severe, false, false, true, embeddable, false, true, false, tidal wave bukkake, ganno;gun
cagarei, pt, cagada;cagadas;cagado;cagados;cagai;cagais;cagam;cagamos;cagando;cagar;cagara;cagaram;cagaras;cagardes;cagarei;cagareis;cagarem;cagaremos;cagares;cagaria;cagariam;cagarias;cagarmos;cagará;cagarás;cagarão;cagaríamos;cagaríeis;cagas;cagasse;cagassem;cagasses;cagaste;cagastes;cagava;cagavam;cagavas;cagem;cagemos;cago;cagou;cagámos;cagáramos;cagáreis;cagásseis;cagássemos;cagávamos;cagáveis, Microsoft;Vulgarity, high, false, false, true, embeddable, false, true, false, To shit. Conjugations listed as variations to eliminate false-positives.
youpin, fr, , Bigotry-Racism, medium, true, true, true, embeddable, true, true, true, 
سحاق, ar, so7a8;sohak;sohakeah;سحاقيات;سحاقية, Sexual;Vulgarity, high, false, false, false, embeddable, false, false, false, lesbian
gomiya, ja, gomiya;ゴミヤ;ゴミ屋, Bigotry-Racism, high, false, false, true, embeddable, false, true, false, trashman; derogatory
cottonwood, es, , Places, medium, false, false, false, exactMatch, false, false, false, Ciudad de Alabama.
バカヤロウ, ja, baka yarou;ばかやろう;ばかヤロウ;ばか野郎;バカやろう;バカヤロウ;バカ野郎;馬鹿やろう;馬鹿ヤロウ, Microsoft;Vulgarity, severe, false, false, true, embeddable, false, true, false, You idiot; Swearword
pokochin, ja, pokochin;ポコチン, Microsoft;Sexual;Vulgarity, severe, false, false, true, embeddable, false, true, false, Cock; Dick; Slang
ikasama, ja, ikasama;イカサマ, Vulgarity, medium, false, false, true, embeddable, false, true, false, trickery; a fake
broomfield, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Colorado.
cagariam, pt, cagada;cagadas;cagado;cagados;cagai;cagais;cagam;cagamos;cagando;cagar;cagara;cagaram;cagaras;cagardes;cagarei;cagareis;cagarem;cagaremos;cagares;cagaria;cagariam;cagarias;cagarmos;cagará;cagarás;cagarão;cagaríamos;cagaríeis;cagas;cagasse;cagassem;cagasses;cagaste;cagastes;cagava;cagavam;cagavas;cagem;cagemos;cago;cagou;cagámos;cagáramos;cagáreis;cagásseis;cagássemos;cagávamos;cagáveis, Microsoft;Vulgarity, high, false, false, true, embeddable, false, true, false, To shit. Conjugations listed as variations to eliminate false-positives.
bakkureru, ja, bakkureru;バックレル, Threats, high, false, false, true, embeddable, false, true, false, run away; escape; gangstar slang
nosserne, da, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
رقم, ar, rakam;rakamek;رقمك, PII, medium, false, false, false, embeddable, false, false, false, your number; number
contacteme, es, contactame;contactarme;contactarte;contacteme;contacto;llamarnos;llamarte;mensajeame;texteame;timbrame;timbrar, PII, medium, false, false, true, embeddable, false, true, true, 
pollas, es, , Disney, medium, false, false, true, embeddable, false, true, false, 
ketamin, de, ketamine, Alcohol-Drug, medium, false, false, true, embeddable, true, true, false, 
くさまん, ja, kusaman;くさマン;クサまん;クサマン;臭まん;臭マン, Microsoft;Sexual;Vulgarity, severe, false, false, true, embeddable, false, true, false, smelly vagina.
しっくすないん, ja, 69;shikkusu nain;シックスナイン, Microsoft;Sexual;Vulgarity, severe, false, false, true, embeddable, false, true, false, Sixty-nine;  from English; Slang
cundinamarca, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, City in Colombia
greenfield, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Indiana.
